source,target
गगाउज़िया,रूसी भाषा <OR> रूसी
अस्तुरियाई लोग,स्पेनिश
कामचटका,रूसी
गैलिशियन सोवियत समाजवादी गणराज्य,पोलिश <OR> यूक्रेनी
एंटीगुआन,अंग्रेजी
कैटलोनियाई,स्पेनिश
संयुक्त राज्य वर्जिन द्वीपसमूह,अंग्रेजी भाषा
हरजावल्टा,फिनिश
कांगो-ब्राज़ाविल्ले,फ्रेंच
अल साल्वाडोर,स्पेनिश भाषा <OR> स्पेनिश <OR> स्पेनिश भाषा <OR> स्पेनिश भाषा <OR> हिस्पैनिक <OR> कास्तिलियन
सहयोगी फ्रेंच,फ्रेंच
कर्जालोहजा,फिनिश
अस्तुरियाई,स्पेनिश <OR> लियोनीस
चिंग,请问 <OR> चीनी भाषा <OR> सरलीकृत चीनी <OR> चीनी <OR> मंचू <OR> तिब्बती <OR> मंगोलियाई भाषा <OR> मंदारिन <OR> मांचू भाषा <OR> मंगोलियाई
रेइसजार्वी,फिनिश
वालून,फ्रेंच भाषा <OR> फ्रेंच <OR> फ्रैंकोफोन
सेंट विंसेंट,स्पेनिश <OR> अंग्रेजी
तम्मेला फिनलैंड,फिनिश
सीवी,फिनिश
मुस्तासारी,फिनिश
जिब्राल्टर,अंग्रेजी भाषा <OR> अंग्रेजी
मैसिडोनियन,मैसिडोनियन भाषा <OR> मैसीडोनियन स्लाविक <OR> मानक मैसिडोनियन <OR> मैसिडोनियन सिरिलिक <OR> मैसिडोनियन भाषा <OR> मैसिडोनियाई कविता
ओटो-मिसौरिया,चिवेरे
टोगो गणराज्य,फ्रेंच
बलाझेर,यूक्रेनी
केमिनमा,फिनिश
सर्बियाई ऑर्थोडॉक्स ईसाई,सर्बियाई
बदख्शां प्रांत,पामीर भाषा <OR> दाढ़ी
श्विज़ कैंटन,मानक जर्मन
वेनेटो,इतालवी
वालून,फ्रेंच
बेंगलुरु,कन्नड
अज़रबैजान लोकतांत्रिक गणराज्य,अज़रबैजानी <OR> अज़रबैजानी <OR> अज़रबैजानी भाषा
राहें,फिनिश
आर्त्साख,आर्मेनियाई
नवार्रा,स्पेनिश <OR> बास्क <OR> बास्क उपनाम <OR> स्पेनिश भाषा <OR> बास्क भाषा
डच,डच भाषा
वैन डूस,फ्रेंच
कबार्डिनो-बलकारिया,काराचे-बाल्कर <OR> काबार्डियन <OR> रूसी
पोलिश,पोलिश भाषा <OR> राजनीति <OR> पोलिश भाषा
सुई,चीनी
टायरोलियन,जर्मन भाषा <OR> इतालवी
मोर्दविनिया,एर्ज़्या <OR> रूसी <OR> मोक्ष
अंटार्कटिका,अंग्रेजी
स्लोवेनियाई,यूरोपीय संघ <OR> स्लोवेनिया <OR> यूरोपीय संघ <OR> स्लोवेनियाई <OR> स्लोवेनियाई भाषा <OR> स्लोवेनिया
कौवोला,फिनिश
उज़्बेक,उज़्बेकिस्तान <OR> अफगानिस्तान
उत्तर-पश्चिमी प्रदेश,अंग्रेजी
उत्तरी अटलांटिक संधि संगठन,फ्रेंच
बरमूडा,अंग्रेजी
इसोक्य्रो,फिनिश
चिंग सम्राट,चीनी
डेनमार्क,डेनिश <OR> डेनिश भाषा
मालो नगर पालिका,स्वीडिश
दक्षिण सैंडविच द्वीपसमूह,अंग्रेजी भाषा <OR> अंग्रेजी
स्टावरोपोल,रूसी
लाओशियन,लाओ
ताजिकिस्तान,ताजिक
हेलेनिक,साइप्रस <OR> ग्रीस <OR> यूरोपीय संघ <OR> इटली <OR> ग्रीक द्वीपसमूह
यूरोपीय समुदाय,ग्रीक
जाएन प्रांत (स्पेन),स्पेनिश
कुराकाओ,डच <OR> पापियामेंटो <OR> पापियामेंटु
डेन्स,डेनिश
तुर्क्स,ओटोमन तुर्की
चेन्नई,तमिल फिल्म <OR> तमिल भाषा <OR> तमिल भाषा <OR> तमिल <OR> शास्त्रीय तमिल <OR> तमिल भाषा
इल दे फ्रांस,फ्रेंच
नाज़ी कब्जे वाला फ्रांस,फ्रेंच
आयरलैंड,आयरिश
अंडोरा,वालेंसियाई <OR> कैटलन <OR> कैटलन भाषा <OR> कैटलन भाषा
उज़्बेकिस्तान,उज़्बेक <OR> उज़्बेक भाषा
प्यहांता,फिनिश
कोट डी'आइवर,फ्रेंच
लेफ्टिनेंट,लिथुआनियाई
स्कॉटलैंड,अंग्रेजी भाषा <OR> अंग्रेजी <OR> अंग्रेजी भाषी
उत्तर प्रदेश,उर्दू <OR> हिंदी <OR> उर्दू <OR> उर्दू भाषा
क्राजिना,सर्बियाई <OR> सर्बियाई सिरिलिक
साइप्रस का,तुर्की
कौहाजोकी,फिनिश
बारबाडोस,अंग्रेजी भाषा <OR> अंग्रेजी
ब्राज़ीलियाई टीम,पुर्तगाली
किरुना नगर पालिका,स्वीडिश <OR> सामी <OR> सामी <OR> फिनिश
बोस्निया,बोस्नियाई <OR> क्रोएशियाई भाषा <OR> सर्ब <OR> सर्बियाई लैटिन <OR> बोस्नियाई भाषा <OR> सर्बियाई सिरिलिक <OR> सर्बियाई भाषा <OR> बोस्नियाक <OR> क्रोएशियाई <OR> सर्बियाई <OR> सर्बियाई उपनाम <OR> क्रोएट
नीदरलैंड्स ताल यूनी,डच <OR> डच भाषा
बिएन्ने,फ्रेंच
हांको फिनलैंड,स्वीडिश <OR> फिनिश
उत्तरी आयरिश,अंग्रेजी
इटालियन अमेरिकन,अंग्रेजी
में,आधुनिक अंग्रेजी <OR> हिंदी <OR> अंग्रेजी
जाम्बी प्रांत,इंडोनेशिया
मेनोर्का,स्पेनिश <OR> कैटलन
मलाबो,स्पेनिश
बीएसएसआर,रूसी <OR> बेलारूसी <OR> बेलारूसी भाषा
सेंट यूस्टेशियस,अंग्रेजी
क्रास्नोदार,रूसी
ताजिक,ताजिकी
मशहद,फ़ारसी
ब्रिटिश मैंडेट,इब्रानी भाषा <OR> इब्रानी <OR> इब्रानी भाषा <OR> अंग्रेजी
वेसिलाह्ति,फिनिश
मर्कोसुल,पुर्तगाली
गिनी गणराज्य,फ्रेंच
आरडीसी,फ्रेंच
स्नेझिंस्क,रूसी
आर एफ,रूसी
कुरिक्का,फिनिश
युकोन,अंग्रेजी भाषा <OR> अंग्रेजी
नूरिस्तान,नूरिस्तानी
प्राचीन राजवंश काल,प्राचीन मिस्र के
रॉयल 22वीं रेजिमेंट,फ्रेंच <OR> फ्रेंकोफोन
मलोर्का,स्पेनिश <OR> कैटलन
मोयेन कांगो,फ्रेंच
आरबीए,अंग्रेजी
दोनेत्स्क जनवादी गणराज्य,रूसी
पुर्तगाल,आधुनिक पुर्तगाली <OR> यूरोपीय पुर्तगाली <OR> पुर्तगाली <OR> पुर्तगाली भाषा <OR> तनाव <OR> पुर्तगाली <OR> आधुनिक पुर्तगाली <OR> ब्राज़ीली पुर्तगाली <OR> मिरांडीज भाषा <OR> मिरांडीज <OR> पुर्तगाली भाषा
दक्षिण अफ्रीकी गणराज्य,डच <OR> डच भाषा
लैडोनिया,स्वीडिश
उत्तरी नीदरलैंड्स,डच
जोमाला,स्वीडिश
सिसिली,ग्रीक <OR> सिसिलियन <OR> लैटिन
फ्लैंडर्स,फ्लेमिश डच <OR> डच <OR> डच भाषा <OR> डच भाषा
प्रथम फ़ारसी साम्राज्य,एलामी <OR> पुरानी फ़ारसी
तुसुला,फिनिश
नोवा रोमा,लैटिन भाषा
ओंट.,अंग्रेजी
बुगांडा क्षेत्र,लुगांडा
फिनिश,स्वीडिश <OR> फिनिश भाषा <OR> स्वीडिश भाषी
बियास्का,इतालवी
पराग्वेयन साहित्य,स्पेनिश <OR> गुआरानी <OR> गुआरानी
नूरिस्तान,नूरिस्तानी
अस्तुरियास,अस्तुरियाई <OR> स्पेनी भाषा <OR> अस्तुरियाई भाषा <OR> स्पेनिश <OR> अस्तुरियन भाषा <OR> अस्तुरियन <OR> लैटिन <OR> बेबल <OR> अस्तुरियाई भाषा <OR> स्पेनिश भाषा <OR> बेबल
उत्तर वियतनाम,वियतनामी
खबरोव्स्क,रूसी
कौटो मिस्तो,स्पेनिश <OR> गैलिशियन <OR> पुर्तगाली
हेलसिंकी/हेलसिंगफ़ोर्स,फिनिश
हैनिंगे नगर पालिका,स्वीडिश
जामिजार्वि,फिनिश
लपिनलाहति,फिनिश भाषा <OR> फिनिश
एनईडी,डच
भारत प्रशासित कश्मीर,उर्दू
बश्किरिया,रूसी
तलिलित,अमाज़िघ
किटीशियन,अंग्रेजी
जुरा,फ्रेंच भाषा <OR> फ्रेंच भाषा <OR> फ्रेंच
सुराहम्मर नगर पालिका,स्वीडिश
वालोनिया क्षेत्र,फ्रेंच
बेलारूस,पोलिश भाषा <OR> रूसी <OR> बेलारूसी
तेर्वो,फिनिश
कब्ज़ाया हुआ फिलिस्तीनी इलाके,इब्रानी
चीन का जनवादी गणराज्य,आधुनिक मानक चीनी
यरुशलम,ग्रीक <OR> इतालवी <OR> लैटिन <OR> पुरानी फ्रेंच
केमी,फिनिश
फिजी,फिजियन <OR> अंग्रेजी भाषा <OR> अंग्रेजी <OR> हिन्दुस्तानी <OR> हिंदी <OR> मानक फ़िजियन <OR> फ़िजी हिंदी <OR> फ़िजियाई भाषा <OR> अंग्रेजी भाषी
चिंग राजवंश,मंगोल <OR> 请问 <OR> चीनी भाषा <OR> चीनी <OR> मंचू <OR> सरलीकृत चीनी <OR> कैंटोनीज़ <OR> तिब्बती <OR> मंगोलियाई भाषा <OR> मंदारिन <OR> मांचू भाषा <OR> मंगोलियाई
सूडान,अंग्रेजी भाषा <OR> अंग्रेजी
बेनेलक्स,नीदरलैंड <OR> डच <OR> फ्रेंच <OR> फ्रैंकोफोन
चुकोत्का स्वायत्त जिला,रूसी
ब्राज़ील,पुर्तगाली <OR> यूरोपीय पुर्तगाली <OR> पुर्तगाली भाषा <OR> तनाव <OR> पुर्तगाली <OR> ब्राज़ीली पुर्तगाली <OR> पुर्तगाली भाषा
कार्लेबी,स्वीडिश <OR> फिनिश
इज़राइल,इब्रानी <OR> इब्रानी भाषा <OR> आधुनिक हिब्रू <OR> इब्रानी <OR> आधुनिक हिब्रू <OR> इब्रानी भाषा <OR> इब्रानी <OR> इब्रानी भाषा
चुवाशिया,रूसी
भूमध्यरेखीय गिनीयन,स्पेनिश
वंता,स्वीडिश <OR> फिनिश
बोलीविया की हरी पार्टी,स्पेनिश
पेडर्सोरे,स्वीडिश <OR> फिनिश
हैंगो,स्वीडिश <OR> फिनिश
ईवेर्डन,फ्रेंच
लिएस्टाल,जर्मन भाषा
इबार्स्की कोलाशिन,सर्बियाई <OR> सर्बियाई सिरिलिक
ल्यूब्ल्याना प्रांत,स्लोवेनियाई <OR> इतालवी
अमेरिकी समोआ,अंग्रेजी भाषा <OR> अंग्रेजी <OR> सामोआन
सेंट विंसेंट,स्पेनिश
गैलिवारे नगर पालिका,स्वीडिश <OR> सैमी <OR> फिनिश
जिन राजवंश,पारंपरिक चीनी <OR> सरलीकृत चीनी <OR> चीनी
भारत,मानक हिंदी <OR> मानक हिंदी <OR> हिंदी <OR> अंग्रेजीकृत <OR> एंग्लो <OR> अंग्रेजी भाषा <OR> अंग्रेजी <OR> हिंदी <OR> हिंदी भाषा <OR> आधुनिक अंग्रेजी <OR> हिंदी भाषा <OR> अंग्रेजी भाषी
गणतंत्रीय युग,तुर्की
आयरलैंड,आयरिश भाषा <OR> अंग्रेजी भाषा <OR> अंग्रेजी <OR> पुरानी आयरिश <OR> गेलिक <OR> गेलिक <OR> एर्से <OR> गेलिक भाषा <OR> आयरिश गेलिक <OR> आधुनिक प्रारंभिक आयरिश <OR> आयरिश भाषा <OR> अंग्रेजी भाषी <OR> आयरिश <OR> आयरिश (गेलिगे) <OR> आधुनिक आयरिश <OR> आयरिश भाषा
नेब्रास्का,अंग्रेजी
कछुए,अंग्रेजी
पूर्वी तिमोर,तेतुम <OR> तेतुम भाषा <OR> पुर्तगाली भाषा <OR> पुर्तगाली <OR> तेतुम भाषा <OR> पुर्तगाली भाषा <OR> तेतुन दिली <OR> तेतुन
रोमन सेना,ग्रीक
जौत्सा,फिनिश
सर्बियाई ऑर्थोडॉक्सी,सर्ब <OR> सर्बियाई
फिलिस्तीनी,इब्रानी
केप वर्डे,साओ विसेंटे <OR> सांतो अंताओ <OR> केपवर्डियन क्रिओलो <OR> पुर्तगाली
तवांतिनसुयु,केचुआ
इक्वाडोर,फ्रेंच
स्पेन,लैटिन अमेरिकी स्पेनिश <OR> गैलिशियन <OR> बास्क भाषा <OR> बास्क <OR> ईएस <OR> हिस्पैनो <OR> कैटलन भाषा <OR> यूरोपीय स्पेनिश <OR> कैटलन <OR> हिस्पैनो <OR> कैटलोनियन <OR> कैटलन भाषा <OR> बास्क <OR> बास्क उपनाम <OR> ओसीटान <OR> कैटलन भाषा <OR> कास्तियानो <OR> कास्तिलियन <OR> स्पेनी भाषा <OR> स्पेनिश <OR> पुरानी कैटलन <OR> वालेंसियाई <OR> स्पेनिश भाषा <OR> स्पेनिश भाषा <OR> कास्तिलियन भाषी <OR> आधुनिक स्पेनिश <OR> बास्क भाषा <OR> गैलिशियन भाषा <OR> कास्टिलियन <OR> कैटलन/वालेंसियन <OR> बास्क भाषा <OR> कैटलन भाषाविज्ञान <OR> प्रोवेंसल <OR> कैटलन <OR> बास्क भाषा <OR> ओसीटान भाषा <OR> कास्तिलियन स्पेनिश <OR> कैटलन <OR> हिस्पैनिक
दक्षिणी अफ्रीका,सेत्स्वाना <OR> सोथो <OR> इसीज़ुलु <OR> अफ्रीकांस <OR> अंग्रेजी भाषा <OR> अंग्रेजी <OR> ज़ुलु
गुयान क्षेत्र,फ्रेंच
सेशेल्स,फ्रेंच
सोनकाजार्वी,फिनिश
लुगांस्क,रूसी
पुउमाला,फिनिश
सेबू,फिलिपिनो
अर्जेंटीन गणराज्य,स्पेनिश
माइक्रोनेशिया,अंग्रेजी
कोर्प्पू,फिनिश
परिक्कला,फिनिश
स्लोवाक समाजवादी गणराज्य,स्लोवाक
डीआर कांगो,फ्रेंच
इंगा,स्वीडिश <OR> फिनिश
स्पेनिश,कैटलन <OR> गैलिशियन <OR> कैटलन भाषा <OR> बास्क <OR> बास्क उपनाम <OR> स्पेनिश भाषा <OR> कैटलन <OR> कास्तिलियन
यूक्रेन,यूक्रेनी <OR> यूक्रेनीकृत <OR> укр <OR> यूक्रेन <OR> यूक्रेनी भाषा <OR> यूक्रेनी भाषा <OR> यूक्रेनी भाषा <OR> रूसी
उत्तरी कैरोलिना,अंग्रेजी
उत्तर पूर्व,अंग्रेजी भाषा <OR> अंग्रेजी
पारंपरिक,चर्च स्लावोनिक <OR> सर्बियाई <OR> सर्बियाई सिरिलिक
एरेवान,आर्मेनियाई
रूसी साम्राज्य,रूसी
इंडोनेशियाई द्वीप,इंडोनेशियाई
तावी-तावी,सिनामा
बोत्सवाना,अंग्रेजी भाषा <OR> अंग्रेजी
यूक्रेनी,रूसी भाषा <OR> रूसी
हेलेनीकृत,इटली
फिन्नो,फिनिश
फिलिपीन द्वीपसमूह,फिलिपिनो
मालोर्का,कास्तिलियन स्पेनिश <OR> स्पेनिश <OR> कैटलन <OR> कैटलन भाषा
वैलोर्ब,फ्रेंच
सालाज़ार शासन,पुर्तगाली
सोवियत संघ,रूसी
फिजी द्वीपसमूह,अंग्रेजी <OR> हिंदी <OR> फिजियन
कीमिंकी,फिनिश
सेबू,अंग्रेजी <OR> सेबुआनो <OR> फिलिपिनो
सहरावी,स्पेनिश
कैलिक्स,स्वीडिश <OR> स्वीडिश भाषा <OR> फिनिश
पूर्वी बंगाल,बंगाली
लोवीसा,स्वीडिश <OR> स्वीडिश भाषा <OR> स्वीडिश भाषी <OR> फिनिश
सांबोर,यूक्रेनी
इसोजोकि,फिनिश
रापा नुई,स्पेनिश
जॉर्जियाई ऑर्थोडॉक्स चर्च,जॉर्जियाई भाषा <OR> जॉर्जियाई
लखनऊ,उर्दू <OR> अंग्रेजी <OR> अंग्रेजी भाषा <OR> हिंदी <OR> उर्दू भाषा
एलपीडीआर,लाओ
कोटका,फिनिश
वालेंसिया,स्पेनिश <OR> कैटलन भाषाशास्त्र <OR> कैटलन भाषा <OR> वालेंसियाई <OR> कैटलन
सीआईएस,रूसी भाषा <OR> रूसी
एस्वातिनी,स्वाज़ी भाषा <OR> स्वाज़ी <OR> सिस्वाती <OR> अंग्रेजी <OR> स्वाति भाषा <OR> स्वाति <OR> स्वाज़ी <OR> सिस्वाती
न्यूफ़ाउंडलैंडर,अंग्रेजी
जर्मनी,डीई <OR> जर्मन <OR> जर्मेनिक <OR> मानक जर्मन <OR> जर्मन भाषा <OR> मानक जर्मन <OR> जर्मन जीभ <OR> जर्मन भाषा <OR> जीईआर <OR> जर्मन भाषा <OR> जर्मन भाषा <OR> निम्न जर्मन <OR> आधुनिक जर्मन
सुओनेनजोकि,फिनिश
बेल्जियम,एनएल <OR> जर्मन <OR> फ्रेंच <OR> जर्मन भाषा <OR> फ्रैंकोफोन <OR> जर्मन भाषा <OR> फ्रेंच भाषा <OR> डच भाषा <OR> जर्मन भाषी <OR> जर्मेनिक <OR> फ्रेंच भाषा <OR> डच भाषा <OR> फ्रेंच भाषा <OR> जर्मन भाषा <OR> डच भाषा <OR> डच <OR> डीई <OR> फ्लेमिश डच <OR> फ्रैंकोफोन
बोर्गो लैंड्सकम्यून,स्वीडिश
ओडेसा,यूक्रेनी <OR> रूसी
मैसीडोनियन्स,मैसिडोनियन <OR> मानक मैसिडोनियन
ला रियोजा,स्पेनिश
पर,डीई
कबार्डिनो-बलकारिया गणराज्य,काराचे-बाल्कर <OR> काबार्डियन <OR> रूसी
कोयंबटूर शहर,तमिल भाषा <OR> तमिल
अर्जेंटीना,स्पेनी भाषा <OR> स्पेनिश <OR> स्पेनिश भाषा <OR> कास्तियानो <OR> हिस्पैनिक <OR> कास्तिलियन
ज़ारवादी रूस,पोलिश <OR> रूसी <OR> पोलिश भाषा
वेहमा,फिनिश
फ्रेंच राज्य,फ्रेंच
साल्वाडोर,स्पेनिश <OR> हिस्पैनिक <OR> कास्तिलियन
ज़ाबायकल्स्की क्राय,रूसी
रूसी सोवियत संघराज्य,रूसी भाषा <OR> रूसी
य्लि-ई,फिनिश
यूराजोकी,फिनिश
मांट्टा-विल्प्पुला,फिनिश
अरागॉन,स्पेनिश <OR> पुरानी कैटलन <OR> अरागोनी भाषा <OR> लैटिन <OR> अरागोनीस <OR> कैटलन भाषा <OR> स्पेनिश भाषा <OR> कैटलन
सबा,अंग्रेजी <OR> डच
ओंटारियो,अंग्रेजीकृत <OR> अंग्रेजी भाषा <OR> अंग्रेजी <OR> अंग्रेज़ी भाषी <OR> अंग्रेजी भाषी
सर्बिया-मोंटेनेग्रो,सर्बियाई
विश्व स्वास्थ्य संगठन,अंग्रेजी <OR> रूसी <OR> फ्रेंच
अद्यगेया,रूसी
मॉस्को,पुरानी रूसी <OR> रूसी
पश्चिमी केप,खोसा <OR> अंग्रेजी <OR> अफ्रीकांस
ओउलैनेन,फिनिश
त्रिनिदाद,अंग्रेजी
इमात्रा,फिनिश
स्वीडिश,स्वीडिश
वेनेशिया,इतालवी <OR> वेनिस का
मिसिसिपी,अंग्रेजी भाषा <OR> अंग्रेजी
आइडाहो,अंग्रेजी
फ़ारसी,फारसी <OR> प्राचीन ग्रीक
रोवियो टिचिनो,इतालवी
उत्तर ओसेतिया–अलानिया,ओस्सेटिक <OR> रूसी <OR> ओस्सेटियन
क्वेत्ज़ाल्टेनांगो,स्पेनिश <OR> मैम
मेक्सिकन-अमेरिकन,अंग्रेजी
कुस्तावी,फिनिश भाषा <OR> फिनिश
ग्रांडवाल,फ्रेंच
यूईएफए,अंग्रेजी <OR> फ्रेंच
शावक,स्पेनिश
रौमो,फिनिश
बोल्ज़ानो,मानक जर्मन <OR> इतालवी भाषा <OR> इतालवी
श्रीलंका,सिंहला <OR> सिंहल भाषा <OR> सिंहली <OR> सिंहल भाषा <OR> सिंहली <OR> सिंहला <OR> सिंहल भाषा <OR> सिंहला भाषा <OR> तमिल भाषा <OR> तमिल भाषा <OR> तमिल स्टेशन <OR> सिंहली भाषा <OR> तमिल
अज़रबैजानी सोवियत समाजवादी गणराज,रूसी
बुर्यातिया,रूसी <OR> बुर्यात
डोनेट्स्क,यूक्रेनी <OR> रूसी <OR> यूक्रेनी भाषा
डंडी,स्कॉटिश <OR> अंग्रेजी <OR> अंग्रेज़ी <OR> निचली स्कॉटिश भूमि <OR> स्कॉट्स
बासेल-श्टाट,जर्मन भाषा
मारीहाम्न,स्वीडिश <OR> स्वीडिश भाषी
वाल्टिमो,फिनिश
काराचे-चेर्केस गणराज्य,काबार्डियन <OR> अबाज़ा भाषा <OR> अबाज़ा <OR> अबाज़ा <OR> काराचे-बल्कार <OR> रूसी
एरिज़ोना,अंग्रेजी भाषा <OR> अंग्रेजी
बेलारूसी सोवियत समाजवादी गणराज्य,रूसी <OR> बेलारूसी
कोक्कोला,स्वीडिश <OR> फिनिश
डीके,डेनिश
अब्खाज़ेती,रूसी
कौहावा,फिनिश
स्वायत्त बास्क समुदाय,स्पेनिश
पापुआ न्यू गिनी,अंग्रेजी भाषा <OR> अंग्रेजी <OR> अंग्रेजी भाषी लोग <OR> टोक पिसिन
वासा,स्वीडिश
अंतर्राष्ट्रीय ओलंपिक समिति,अंग्रेजी <OR> फ्रेंच
अंतर्राष्ट्रीय फ्रैंकोफोन प्रेस संघ,फ्रैंकोफोन <OR> फ्रेंच <OR> फ्रेंकोफोन
संयुक्त राज्यशाला,अंग्रेजी <OR> वेल्श
कोकर,स्वीडिश
मैत्रीपूर्ण द्वीप,टोंगन
जोएन्सू,फिनिश भाषा <OR> फिनिश
चुवाशिया,चुवाश भाषा <OR> रूसी
बेनेलक्स संघ,डच <OR> फ्रेंच
डोमिनिकन-अमेरिकी,स्पेनिश <OR> स्पेनिश भाषा
स्वीडिश लोग,स्वीडिश
अल्जीरिया,अमाज़िघ <OR> बर्बर भाषाएँ <OR> बर्बर <OR> तमाज़िघ्ट <OR> बर्बर भाषा <OR> बर्बर बोलियाँ
चीनी साम्राज्य,चीनी
कैटेलोनिया,स्पेनिश <OR> कैटलन
एलपीआर,यूक्रेनी <OR> रूसी
वियतनाम,वियतनामी
मॉरीशस द्वीप,अंग्रेजी
मोंटेनिग्रिन,अल्बानियाई <OR> सर्बियाई सिरिलिक <OR> सर्बियाई <OR> क्रोएशियाई
लिमोजिन का इतिहास,फ्रेंच
कोरिया,कोरियाई भाषा <OR> कोरियाई भाषा <OR> हंगुल <OR> आधुनिक कोरियाई <OR> उत्तर कोरियाई <OR> कोरियाई भाषा
टिचिनो,इतालवी भाषा <OR> इतालवी <OR> इतालवी बोलियाँ
ब्रिटिश मांडेट फिलिस्तीन,इब्रानी <OR> इब्रानी भाषा <OR> अंग्रेजी
संयुक्त राष्ट्र,स्पेनिश <OR> फ्रेंच
बल्गेरियाई,पुरानी चर्च स्लावोनिक <OR> पुरानी बल्गेरियाई
फिलिपिनो,फिलिपिनो <OR> अंग्रेजी
पोरी,फिनिश भाषा <OR> फिनिश
बर्निसिया,पुरानी अंग्रेजी <OR> आंग्ल-सैक्सन
बेल्जियम का,फ्रेंच भाषा <OR> डच <OR> डच भाषा <OR> जर्मन अध्ययन <OR> एनएल <OR> फ्रेंच भाषा <OR> फ्रेंच <OR> फ्रेंच भाषा <OR> फ्रेंकोफोन <OR> डच भाषा <OR> फ्रैंकोफोन
भोपाल,हिंदी <OR> हिंदी भाषा
ओटोमन सुल्तान,ओटोमन तुर्की
वास्खनिल,रूसी भाषा
दक्षिण अफ्रीकी,अंग्रेजी <OR> अफ्रीकी भाषा <OR> ज़ुलु भाषा <OR> अफ्रीकांस
पश्चिमी मेक्सिको,स्पेनिश
सोदानक्य्ला,फिनिश
अश्शूरी,अक्कादीयन <OR> अरामी
सोवियत रूस (राज्य का अनौपचारिक नाम),रूसी
ओरान्जेस्टाड अरूबा,डच <OR> पापियामेंटो
ग्रीस का चर्च,ग्रीक
चिंग साम्राज्य,चीनी <OR> मंचू <OR> मंगोलियाई
एस्किल्स्तुना नगर पालिका,स्वीडिश
जमैका,अंग्रेजी भाषा <OR> अंग्रेजी <OR> अंग्रेजी भाषी
ज़ायर,फ्रेंच
पटना,भोजपुरी <OR> हिंदी <OR> मगही <OR> मगधी
एक्वारोसा,इतालवी
गणराज्य रोज आइलैंड,एस्पेरांतिस्ट <OR> एस्पेरांतो
दक्षिण ओसेतिया,ओस्सेटिक <OR> जॉर्जियाई <OR> ओसेटे <OR> ओसेटियन भाषा <OR> रूसी <OR> ओसेटियन
कार्थेजियन,प्यूनिक
पुर,स्पेनिश <OR> अंग्रेजी
जमशेदपुर,अंग्रेजी भाषा <OR> अंग्रेजी <OR> हिंदी
चेन्नई,तमिल फिल्म <OR> तमिल भाषा <OR> तमिल भाषा <OR> तमिल <OR> तमिल भाषा
त्रिनिदादी,अंग्रेजी
यूरोपीय अंतरिक्ष एजेंसी,फ्रेंच
इलिनॉय,अंग्रेजी
बियर्न के वाइकाउंट्स,गैस्कोनी <OR> गैस्कॉन
मुक्त क्षेत्र,फ्रेंच
गुआम,चामोरू <OR> अंग्रेजी <OR> चामोरो भाषा <OR> चामोर्रो <OR> चामोरू
ट्रोसा नगर पालिका,फिनिश
नोवा स्कोशिया,अंग्रेजी
प्रिंस एडवर्ड द्वीप,अंग्रेजी
त्रिवेंद्रम,मलयालम
औच्च.,फ्रेंच
पोर्वू,स्वीडिश <OR> फिनिश भाषा <OR> फिनिश भाषा <OR> फिनिश
मिएहिक्काला,फिनिश
नुनावुत प्रदेश,इनुइन्नाक्तुन
उद्देवल्ला नगरपालिका,स्वीडिश
शौचालय,अंग्रेजी <OR> अफ्रीकांस
बोटकिर्का नगर पालिका,स्वीडिश
मिकोलाइव ओब्लास्त,रूसी भाषा <OR> यूक्रेनी <OR> रूसी
अखामेनीड,एलामाइट <OR> क्लासिकल ग्रीक <OR> प्राचीन यूनानी <OR> ग्रीक <OR> पुरानी फ़ारसी
टोंगन,अंग्रेजी <OR> टोंगन भाषा
मोंटेनिग्रिन्स,सर्बियाई भाषा <OR> मोंटेनिग्रिन भाषा
विहंति,फिनिश
मोल्दोवा गणराज्य,मोल्दोवा <OR> रोमानियाई
पेरू,स्पेनिश <OR> केचुआ <OR> स्पेनिश भाषा <OR> कास्तियानो <OR> हिस्पैनिक
सिंहला,सिहला <OR> सिंहल भाषा <OR> तमिल फिल्म <OR> तमिल
पाकिस्तान-प्रशासित कश्मीर,कश्मीरी भाषा
बौदिनार,अमाज़िघ
उत्तर-पश्चिमी स्पेन,स्पेनिश
ताजिकिस्तानी,ताजिक
सामांगन प्रांत,उज़्बेक
स्नॉसा,दक्षिणी सामी भाषा <OR> दक्षिणी सामी
खोरासान प्रांत,फ़ारसी
एसडी,अंग्रेजी
गैबॉन,फ्रेंच
अल्ताई गणराज्य,रूसी
ताइपाल्सारी,फिनिश
अमरावती,मराठी
इरिट्रिया,अंग्रेजी <OR> तिग्रिन्या <OR> तिग्रिन्या <OR> तिग्रिन्या भाषा
अखामेनिड साम्राज्य,एलामाइट <OR> प्राचीन यूनानी <OR> पुरानी फ़ारसी भाषा <OR> ग्रीक <OR> पुरानी फ़ारसी
न्यूशाटेल कैंटन,फ्रेंच
ट्रांसवाल गणराज्य,डच
निम्रोज,दाढ़ी
मोज़ाम्बिकी,पुर्तगाली
विम्पेली,फिनिश
उत्तरी आयरलैंड,अंग्रेजी भाषा <OR> अंग्रेजी <OR> अंग्रेजीकृत
चीनी क़िंग,चीनी
कॉर्क काउंटी,आयरिश
राउतवारा,फिनिश
अलावुस,फिनिश
ऐग्ले,फ्रेंच भाषा <OR> फ्रेंच
गैलिसिया,गैलिशियन <OR> गैलिशियन भाषा
नुम्मी-पुसुला,फिनिश
