source,target
ওয়ালোনিয়া অঞ্চল,ফরাসি
বেলারুশ,পোলিশ ভাষা <OR> রুশ <OR> বেলারুশিয়ান
টার্ভো,ফিনিশ
অধিকৃত ফিলিস্তিনি অঞ্চলসমূহ,হিব্রু
পিআরসি,আধুনিক মানক চীনা
জেরুজালেম,গ্রীক <OR> ইতালীয় <OR> লাতিন <OR> পুরাতন ফরাসি
কেমি,ফিনিশ
ফিজি,ফিজিয়ান <OR> ইংরেজি ভাষা <OR> ইংরেজি <OR> হিন্দুস্তানি <OR> হিন্দি <OR> মানক ফিজিয়ান <OR> ফিজি হিন্দি <OR> ফিজিয়ান ভাষা <OR> অ্যাংলোফোন
কিং রাজবংশ,মঙ্গোল <OR> কিংওয়েন <OR> চীনা ভাষা <OR> চীনা <OR> মানচু <OR> সরলীকৃত চীনা <OR> ক্যান্টোনিজ <OR> তিব্বতী <OR> মঙ্গোলিয়ান ভাষা <OR> ম্যান্ডারিন <OR> মানচু ভাষা <OR> মঙ্গোলিয়ান
সুদান,ইংরেজি ভাষা <OR> ইংরেজি
বেনেলাক্স,NL <OR> ডাচ <OR> ফরাসি <OR> ফ্রাঙ্কোফোন
চুকোটকা স্বায়ত্তশাসিত জেলা,রুশ
ব্রাজিল,পোর্তুগিজ <OR> ইউরোপীয় পর্তুগিজ <OR> পোর্তুগিজ ভাষা <OR> মানসিক চাপ <OR> পোর্তুগিজ <OR> ব্রাজিলিয়ান পর্তুগিজ <OR> পোর্তুগিজ ভাষা
কার্লেবি,সুইডিশ <OR> ফিনিশ
ইসরায়েল,হিব্রু <OR> হিব্রু ভাষা <OR> আধুনিক হিব্রু <OR> হেব্রু <OR> আধুনিক হিব্রু <OR> হিব্রু ভাষা <OR> হিব্রু <OR> হিব্রু ভাষা
চুভাশিয়া,রুশ
ইকুয়েটোরিয়াল গিনি,স্প্যানিশ
ভান্তা,সুইডিশ <OR> ফিনিশ
বলিভিয়ার সবুজ পার্টি,স্প্যানিশ
পেডারসোরে,সুইডিশ <OR> ফিনিশ
হ্যাঙ্গো।,সুইডিশ <OR> ফিনিশ
ইভেরডন,ফরাসি
লিয়েস্টাল।,জার্মান-ভাষা
ইবারস্কি কোলোশিন,সার্বিয়ান <OR> সার্বিয়ান সিরিলিক
লুবলিয়ানা প্রদেশ,স্লোভেনীয় <OR> ইতালীয়
আমেরিকান সামোয়া,ইংরেজি ভাষা <OR> ইংরেজি <OR> সামোয়ান
সেন্ট ভিনসেন্ট,স্প্যানিশ
গ্যালিভারে পৌরসভা,সুইডিশ <OR> সামি <OR> ফিনিশ
জিন রাজবংশ,প্রথাগত চীনা <OR> সরলীকৃত চীনা <OR> চীনা
ভারত,মানক হিন্দি <OR> মানক হিন্দি <OR> হিন্দি <OR> অ্যাঙ্গ্লিকাইজড <OR> অ্যাঙ্গলো <OR> ইংরেজি ভাষা <OR> ইংরেজি <OR> হিন্দি <OR> হিন্দি ভাষা <OR> আধুনিক ইংরেজি <OR> হিন্দি ভাষা <OR> অ্যাংলোফোন
গণতান্ত্রিক যুগ,তুর্কি
আয়ারল্যান্ড,আইরিশ ভাষা <OR> ইংরেজি ভাষা <OR> ইংরেজি <OR> পুরাতন আইরিশ <OR> গেলিক <OR> গaeilge <OR> এর্সে। <OR> গেলিক ভাষা <OR> আইরিশ গেইলিক <OR> প্রারম্ভিক আধুনিক আইরিশ <OR> আইরিশ ভাষা <OR> অ্যাংলোফোন <OR> আইরিশ <OR> আইরিশ (গaeilge) <OR> আধুনিক আইরিশ <OR> আইরিশ ভাষা
নেব্রাস্কা,ইংরেজি
লাস টর্তুগাস,ইংরেজি
পূর্ব তিমোর,টেটাম <OR> টেটুম ভাষা <OR> পোর্তুগিজ ভাষা <OR> পোর্তুগিজ <OR> টেটুম ভাষা <OR> পোর্তুগিজ ভাষা <OR> টেটুন দিলি <OR> টেটুন
রোমান সেনাবাহিনী,গ্রিক
জোৎসা,ফিনিশ
সার্বীয় অর্থডক্সি,সার্ব। <OR> সার্বিয়ান
ফিলিস্তিনিরা,হিব্রু
ক্যাবো ভার্দে,সাও ভিসেন্টে <OR> সান্তো আন্তাও <OR> কেপভার্দিয়ান ক্রিওলো <OR> পোর্তুগিজ
তাওয়ান্তিনসুয়ু,কেচুয়া
ইকুয়েডর,ফরাসি
স্পেন,লাতিন আমেরিকান স্প্যানিশ <OR> গ্যালিসিয়ান <OR> বাস্ক ভাষা <OR> বাস্ক <OR> ইএস। <OR> হিস্পানো <OR> কাতালান ভাষা <OR> ইউরোপীয় স্প্যানিশ <OR> কাতালান <OR> হিস্পানো <OR> কাতালান <OR> কাতালান ভাষা <OR> বাস্ক <OR> বাস্ক উপনাম <OR> অক্সিটান <OR> কাতালান ভাষা <OR> কাস্তেল্লানো <OR> কাস্তিলিয়ান <OR> স্প্যানিশ ভাষা <OR> স্প্যানিশ <OR> পুরাতন ক্যাটালান <OR> ভ্যালেন্সিয়ান <OR> স্প্যানিশ ভাষা <OR> স্প্যানিশ ভাষা <OR> কাস্তিলিয়ান ভাষাভাষী <OR> আধুনিক স্প্যানিশ <OR> এউস্কেরা <OR> গ্যালিসিয়ান ভাষা <OR> কাস্তিলিয়ান <OR> কাতালান/ভ্যালেন্সিয়ান <OR> এউস্কারা <OR> কাতালান ভাষাতত্ত্ব <OR> প্রোভেন্সাল <OR> কাতালান ভাষা <OR> বাস্ক ভাষা <OR> অক্সিটান ভাষা <OR> কাস্তিলিয়ান স্প্যানিশ <OR> কাতালান <OR> হিস্পানিক
দক্ষিণ আফ্রিকা,টসওয়ানা <OR> সোথো <OR> ইসিজুলু <OR> আফ্রিকান্স <OR> ইংরেজি ভাষা <OR> ইংরেজি <OR> জুলু
গায়ান অঞ্চল,ফরাসি
সেশেলস,ফরাসি
সোনকাজারভি,ফিনিশ
লুগানস্ক,রুশ
পুমালা,ফিনিশ
সেবু,ফিলিপিনো
আর্জেন্টিনা প্রজাতন্ত্র,স্প্যানিশ
মাইক্রোনেশিয়া,ইংরেজি
কর্প্প্পো।,ফিনিশ
প্যারিক্কালা,ফিনিশ
স্লোভাক সমাজতান্ত্রিক প্রজাতন্ত্র,স্লোভাক
ডিআর কঙ্গো,ফরাসি
ইঙ্গা,সুইডিশ <OR> ফিনিশ
স্প্যানিশ,কাতালান <OR> গ্যালিসিয়ান <OR> কাতালান ভাষা <OR> বাস্ক <OR> বাস্ক উপনাম <OR> স্প্যানিশ ভাষা <OR> কাতালান <OR> কাস্তিলিয়ান
ইউক্রেন,ইউক্রেনীয় <OR> ইউক্রেনিফাইড <OR> ইউক্রেনীয় <OR> ইউক্রেন <OR> ইউক্রেনীয় ভাষা <OR> ইউক্রেনীয় ভাষা <OR> ইউক্রেনীয় ভাষা <OR> রুশ
এনসি,ইংরেজি
এনই,ইংরেজি ভাষা <OR> ইংরেজি
অর্থডক্স,গির্জা স্লাভনিক <OR> সার্বিয়ান <OR> সার্বিয়ান সিরিলিক
এরোভান,আর্মেনিয়ান
রুশ জারশাহী,রুশ
ইন্দোনেশীয় দ্বীপপুঞ্জ,ইন্দোনেশীয়
তাওয়ি-তাওয়ি,সিনামা
বটসওয়ানা,ইংরেজি ভাষা <OR> ইংরেজি
ইউক্রেনীয়,রুশ ভাষা <OR> রুশ
হেলেনাইজড,ইতালি
ফিন্নো,ফিনিশ
ফিলিপাইন দ্বীপপুঞ্জ,ফিলিপিনো
মায়োর্কা,কাস্তিলিয়ান স্প্যানিশ <OR> স্প্যানিশ <OR> কাতালান <OR> কাতালান ভাষা
ভ্যালরবে।,ফরাসি
সালাজার শাসন ব্যবস্থা,পোর্তুগিজ
ইউআরএসএস,রুশ
ফিজি দ্বীপপুঞ্জ,ইংরেজি <OR> হিন্দি <OR> ফিজিয়ান
কিমিনকি।,ফিনিশ
সেবু,ইংরেজি <OR> সেবুয়ানো <OR> ফিলিপিনো
সাহরাওই,স্প্যানিশ
কালিক্স,সুইডিশ <OR> সুইডিশ ভাষা <OR> ফিনিশ
পূর্ব বাংলা,বাংলা
লোভিসা,সুইডিশ <OR> সুইডিশ-ভাষা <OR> সুইডিশ ভাষাভাষী <OR> ফিনিশ
সাম্বর,ইউক্রেনীয়
আইসোজোকি,ফিনিশ
রাপা নুই,স্প্যানিশ
জর্জিয়ান অর্থোডক্স চার্চ,জর্জিয়ান ভাষা <OR> ქართული
লখনউ,উর্দু <OR> ইংরেজি <OR> ইংরেজি ভাষা <OR> হিন্দি <OR> উর্দু ভাষা
এলপিডিআর,লাও
কোটকা,ফিনিশ
ভ্যালেন্সিয়া,স্প্যানিশ <OR> কাতালান ভাষাতত্ত্ব <OR> কাতালান ভাষা <OR> ভ্যালেন্সিয়ান <OR> কাতালান
সিআইএস,রুশ ভাষা <OR> রুশ
স্বাজিল্যান্ড,স্বাজি ভাষা <OR> স্বাজি <OR> সিসওয়াতি <OR> ইংরেজি <OR> স্বাতী ভাষা <OR> স্বাতী <OR> স্বাজি <OR> সিসওয়াতি
নিউফাউন্ডল্যান্ডার,ইংরেজি
জার্মানি,ডিই। <OR> জার্মান <OR> জার্মানিক <OR> মানক জার্মান <OR> জার্মান ভাষা <OR> মানক জার্মান <OR> জার্মান ভাষা <OR> জার্মান ভাষা <OR> জার্মান <OR> জার্মান ভাষা <OR> জার্মান-ভাষা <OR> লো জার্মান <OR> আধুনিক জার্মান
সুয়োনেনজোকি,ফিনিশ
বেলজিয়াম,NL <OR> জার্মান। <OR> ফরাসি <OR> জার্মান ভাষা <OR> ফ্রাঙ্কোফোন <OR> জার্মান ভাষা <OR> ফরাসি ভাষা <OR> ডাচ ভাষা <OR> জার্মানভাষী <OR> জার্মানিক <OR> ফরাসি ভাষা <OR> ডাচ ভাষা <OR> ফরাসি ভাষা <OR> জার্মান ভাষা <OR> ডাচ ভাষা <OR> ডাচ <OR> ডিই। <OR> ফ্লেমিশ ডাচ <OR> ফ্রাঙ্কোফোন
বর্গো ল্যান্ডকমিউন,সুইডিশ
ওডেসা,ইউক্রেনীয় <OR> রুশ
ম্যাসেডোনিয়ানরা।,ম্যাসেডোনিয়ান <OR> মানক ম্যাসেডোনিয়ান
লা রিওখা,স্প্যানিশ
এটি,ডি।
কাবারদিনো-বালকারিয়া প্রজাতন্ত্র,কারাচায়-বালকার <OR> কাবার্দিয়ান <OR> রুশ
কোইম্বাটোর শহর,தமிழ் மொழி <OR> தமிழ்
আর্জেন্টিনা,স্প্যানিশ ভাষা <OR> স্প্যানিশ <OR> স্প্যানিশ ভাষা <OR> কাস্তেল্লানো <OR> হিস্পানিক <OR> কাস্তিলিয়ান
জারবাদী রাশিয়া,পোলিশ <OR> রুশ <OR> পোলিশ ভাষা
ভেহমা।,ফিনিশ
ফরাসি রাষ্ট্র,ফরাসি
সালভাদর,স্প্যানিশ <OR> হিস্পানিক <OR> কাস্তিলিয়ান
জাবাইকালস্কি ক্রাই,রুশ
রুশ এসএফএসআর,রুশ ভাষা <OR> রুশ
ইলি-ইই,ফিনিশ
এউরাজোকি,ফিনিশ
মেন্ট্টা-ভিল্পুলা,ফিনিশ
আরাগন,স্প্যানিশ <OR> পুরানো ক্যাটালান <OR> আরাগোনিজ ভাষা <OR> লাতিন <OR> আরাগোনিজ <OR> কাতালান ভাষা <OR> স্প্যানিশ ভাষা <OR> কাতালান
সাবা,ইংরেজি <OR> ডাচ
অন্টারিও,এংলিকাইজড <OR> ইংরেজি ভাষা <OR> ইংরেজি <OR> অ্যাংলোফোন <OR> অ্যাংলোফোন
সার্বিয়া-মন্টেনেগ্রো,সার্বিয়ান
বিশ্ব স্বাস্থ্য সংস্থা,ইংরেজি <OR> রুশ <OR> ফরাসি
আদিগেয়া,রুশ
মস্কো,পুরাতন রুশ <OR> রুশ
পশ্চিম কেপ,জোশা <OR> ইংরেজি <OR> আফ্রিকানস
ওউলেইনেন,ফিনিশ
ট্রিনিদাদ,ইংরেজি
ইমাত্রা,ফিনিশ
সুইডিশ,সুইডিশ
ভেনেটিয়া,ইতালীয় <OR> ভেনিসিয়ান
মিসিসিপি,ইংরেজি ভাষা <OR> ইংরেজি
আইডাহো,ইংরেজি
পার্সিয়ানরা,ফারসি <OR> প্রাচীন গ্রীক
"রোভিও, টিসিনো।",ইতালীয়
উত্তর ওসেতিয়া–আলানিয়া,অসেতিয়ান <OR> রুশ <OR> অসেতিয়ান
কেতসালটেনাঙ্গো,স্প্যানিশ <OR> ম্যাম।
মেক্সিকান-আমেরিকান,ইংরেজি
কুস্তাভি,ফিনিশ ভাষা <OR> ফিনিশ
গ্র্যান্ডভ্যাল,ফরাসি
ইউইএফএ,ইংরেজি <OR> ফরাসি
কাবি,স্প্যানিশ
রাউমো,ফিনিশ
বোলজানো,মানক জার্মান <OR> ইতালীয় ভাষা <OR> ইতালীয়
শ্রীলঙ্কা,සිංහල <OR> සිංහල භාෂාව <OR> সিংহলী <OR> සිංහල භාෂාව <OR> සිංහල <OR> සිංහල <OR> සිංහල භාෂාව <OR> සිංහල-භාෂා <OR> தமிழ் மொழி <OR> தமிழ் மொழி <OR> তামিল স্টেশন <OR> සිංහල භාෂාව <OR> தமிழ்
আজারবাইজান এসএসআর,রুশ
বুরিয়াতিয়া,রুশ <OR> বুরিয়াত
ডোনেৎস্ক,ইউক্রেনীয় <OR> রুশ <OR> ইউক্রেনীয় ভাষা
ডান্ডি,স্কটিশ <OR> ইংরেজি <OR> ENG <OR> লোল্যান্ড স্কটস <OR> স্কটস
বাসেল-স্টাড্ট,জার্মান-ভাষা
মারিয়াহাম্ন,সুইডিশ <OR> সুইডিশ ভাষী
ভালটিমো,ফিনিশ
কারাচায়–চেরকেস প্রজাতন্ত্র,কাবার্দিয়ান <OR> আবাজা ভাষা <OR> আবাজা ভাষা <OR> আবাজা <OR> কারাচায়-বালকার <OR> রুশ
অ্যারিজোনা,ইংরেজি ভাষা <OR> ইংরেজি
বেলারুশিয়ান এসএসআর,রুশ <OR> বেলারুশিয়ান
কোক্কোলা,সুইডিশ <OR> ফিনিশ
ডিকে,ড্যানিশ
আবখাজেতি,রুশ
কাউহাভা,ফিনিশ
স্বায়ত্তশাসিত বাস্ক সম্প্রদায়,স্প্যানিশ
পাপুয়া নিউ গিনি,ইংরেজি ভাষা <OR> ইংরেজি <OR> অ্যাংলোফোনস <OR> টোক পিসিন
ওয়াসা।,সুইডিশ
আন্তর্জাতিক অলিম্পিক কমিটি (আইওসি),ইংরেজি <OR> ফরাসি
জাতিসংঘ,রুশ ভাষা <OR> পুতংহুয়া <OR> স্প্যানিশ <OR> ইংরেজি <OR> ফরাসি <OR> রুশ ভাষা <OR> স্প্যানিশ ভাষা <OR> রুশ <OR> অ্যাংলোফোন
আন্তর্জাতিক ফ্রাঙ্কোফোন প্রেস ইউনিয়ন,ফ্রাঙ্কোফোন <OR> ফরাসি <OR> ফ্রাঙ্কোফোন
যুক্তরাজ্য,ইংরেজি <OR> ওয়েলশ
কোকার।,সুইডিশ
বন্ধুত্বপূর্ণ দ্বীপপুঞ্জ,টঙ্গান
জোএনসু,ফিনিশ ভাষা <OR> ফিনিশ
চুভাশিয়া,চুভাশ ভাষা <OR> রুশ
বেনেলাক্স ইউনিয়ন,ডাচ <OR> ফরাসি
ডোমিনিকান-আমেরিকান,স্প্যানিশ <OR> স্প্যানিশ ভাষা
সুইডিশরা,সুইডিশ
আলজেরিয়া,আমাজিগ <OR> বারবার ভাষাসমূহ <OR> বারবার <OR> তামাজিঘ্ত <OR> বারবার ভাষা <OR> বারবার ভাষার উপভাষাসমূহ
চীনা সাম্রাজ্য,চীনা
কাতালুনিয়া,স্প্যানিশ <OR> কাতালান
এলপিআর,ইউক্রেনীয় <OR> রুশ
ভিয়েতনাম,ভিয়েতনামী
মরিশাস দ্বীপ,ইংরেজি
মন্টেনেগ্রিন,আলবেনিয়ান <OR> সার্বিয়ান সিরিলিক <OR> সার্বিয়ান <OR> ক্রোয়েশিয়ান
লিমোজিনের ইতিহাস,ফরাসি
কোরিয়া,কোরিয়ান ভাষা <OR> কোরিয়ান ভাষা <OR> হাঙ্গুল <OR> আধুনিক কোরিয়ান <OR> উত্তর কোরীয় <OR> বাংলা
টিসিনো,ইতালীয় ভাষা <OR> ইতালীয় <OR> ইতালীয় উপভাষাসমূহ।
ম্যান্ডেট প্যালেস্টাইন,হিব্রু <OR> হিব্রু ভাষা <OR> ইংরেজি
জাতিসংঘ,স্প্যানিশ <OR> ফরাসি
বুলগেরিয়ানরা,পুরাতন গির্জা স্লাভনিক <OR> পুরাতন বুলগেরিয়ান
ফিলিপিনো,পিলিপিনো <OR> ইংরেজি
পরি,ফিনিশ ভাষা <OR> ফিনিশ
বার্নিসিয়া,পুরাতন ইংরেজি <OR> অ্যাংলো-স্যাক্সন
বেলজিয়ান,ফরাসি ভাষা <OR> ডাচ <OR> ডাচ ভাষা <OR> জার্মান স্টাডিজ <OR> NL <OR> ফরাসি ভাষা <OR> ফরাসি <OR> ফরাসি ভাষা <OR> ফ্রাঙ্কোফোন <OR> ডাচ ভাষা <OR> ফ্রাঙ্কোফোন
ভোপাল,হিন্দি <OR> হিন্দি ভাষা
অটোমান সুলতান,অটোমান তুর্কি
ভাস্কনিল,রুশ ভাষা
দক্ষিণ আফ্রিকান,ইংরেজি <OR> আফ্রিকান্স ভাষা <OR> জুলু ভাষা <OR> আফ্রিকান্স
পশ্চিম মেক্সিকো,স্প্যানিশ
সোডানকাইলা,ফিনিশ
আসিরিয়ান,আক্কাদীয়ান <OR> আরামাইক
সোভিয়েত রাশিয়া (রাষ্ট্রের অপ্রাতিষ্ঠানিক নাম),রুশ
"ওরাঞ্জেস্টাড, আরুবা।",ডাচ <OR> পাপিয়ামেন্টো
গ্রীক গির্জা,গ্রীক
চিং সাম্রাজ্য,চীনা <OR> মানচু <OR> মঙ্গোলিয়ান
এস্কিলস্টুনা পৌরসভা,সুইডিশ
জামাইকা,ইংরেজি ভাষা <OR> ইংরেজি <OR> অ্যাংলোফোন
জায়ার,ফরাসি
পাটনা,ভোজপুরী <OR> হিন্দি <OR> মাগাহী <OR> মাগধী
অ্যাকোয়ারোসা,ইতালীয়
গোলাপী দ্বীপের প্রজাতন্ত্র,এস্পেরান্তিস্ট <OR> এস্পেরান্তো
দক্ষিণ ওসেতিয়া,অসেতিয়ান <OR> জর্জিয়ান <OR> ওসেটি <OR> অসেতিয়ান ভাষা <OR> রুশ <OR> অসেতিয়ান
কার্থেজীয়,পুনিক
পূর।,স্প্যানিশ <OR> ইংরেজি
জমশেদপুর,ইংরেজি ভাষা <OR> ইংরেজি <OR> হিন্দি
মাদ্রাজ,তামিল চলচ্চিত্র <OR> தமிழ் மொழி <OR> தமிழ் மொழி <OR> தமிழ் <OR> தமிழ் மொழி
ট্রিনিদাদীয়,ইংরেজি
ইউরোপীয় মহাকাশ সংস্থা,ফরাসি
ইলিনয়,ইংরেজি
বেয়ার্নের ভিসকাউন্টস,গ্যাসকনি <OR> গ্যাসকন
মুক্ত অঞ্চল,ফরাসি
গুয়াম,চামোরু <OR> ইংরেজি <OR> চামোরো ভাষা <OR> চামোরো <OR> চামোরু
ত্রোসা পৌরসভা,ফিনিশ
নোভা স্কোশিয়া,ইংরেজি
প্রিন্স এডওয়ার্ড দ্বীপ,ইংরেজি
ত্রিবান্দ্রুম,মালায়ালম
আহ!,ফরাসি
পোরভু,সুইডিশ <OR> ফিনিশ ভাষা <OR> ফিনিশ ভাষা <OR> ফিনিশ
মিহিক্কালা,ফিনিশ
নুনাভুট অঞ্চল,ইনুইননাকটুন
উদ্দেভাল্লা পৌরসভা,সুইডিশ
ডব্লিউসি,ইংরেজি <OR> আফ্রিকান্স
বোটকির্কা পৌরসভা,সুইডিশ
মাইকোলাইভ অঞ্চল,রুশ ভাষা <OR> ইউক্রেনীয় <OR> রুশ
আখেমেনিড,এলামite <OR> ক্লাসিক্যাল গ্রীক <OR> প্রাচীন গ্রীক <OR> গ্রিক <OR> পুরাতন পার্সিয়ান
টঙ্গান,ইংরেজি <OR> টঙ্গান ভাষা
মন্টেনেগ্রিনস,সার্বিয়ান ভাষা <OR> মন্টেনেগ্রিন ভাষা
বিহান্তি,ফিনিশ
মলদোভা প্রজাতন্ত্র,মলদোভা <OR> রোমানিয়ান
পেরু,স্প্যানিশ <OR> কেচুয়া <OR> স্প্যানিশ ভাষা <OR> কাস্তেল্লানো <OR> হিস্পানিক
සිංහල,সিহালা <OR> සිංහල භාෂා <OR> তামিল সিনেমা <OR> தமிழ்
পাকিস্তান-প্রশাসিত কাশ্মীর,কাশ্মীরি ভাষা
বৌদিনার,আমাজিগ
উত্তর-পশ্চিম স্পেন,স্প্যানিশ
তাজিকিস্তানি,তাজিক
সামাঙ্গান প্রদেশ,উজবেক
স্নাসা,দক্ষিণ সামি ভাষা <OR> দক্ষিণ সামি
খোরাসান প্রদেশ,ফার্সি
এসডি,ইংরেজি
গ্যাবন,ফরাসি
আলতাই প্রজাতন্ত্র,রুশ
তাইপালসারি,ফিনিশ
আমরাবতী,মারাঠি
এরিত্রিয়া,ইংরেজি <OR> টিগ্রিনিয়া <OR> টিগ্রিনিয়া <OR> টিগ্রিনিয়া ভাষা
আখেমেনিড সাম্রাজ্য,এলামite <OR> প্রাচীন গ্রীক <OR> পুরাতন পার্সিয়ান ভাষা। <OR> গ্রিক <OR> পুরাতন পার্সিয়ান
নিউশাতেল ক্যান্টন,ফরাসি
ট্রান্সভাল প্রজাতন্ত্র,ডাচ
নিমরোজ,দারি।
মোজাম্বিকের,পোর্তুগিজ
ভিম্পেলি,ফিনিশ
উত্তর আয়ারল্যান্ড,ইংরেজি ভাষা <OR> ইংরেজি <OR> অ্যাঙ্গ্লিকাইজড
চিং চীনা,চীনা
কর্ক কাউন্টি,আইরিশ
রাউতাভারা,ফিনিশ
আলাভুস,ফিনিশ
এগল,ফরাসি ভাষা <OR> ফরাসি
গ্যালিসিয়া,গ্যালিসিয়ান <OR> গ্যালিসিয়ান ভাষা
নাম্মি-পুসুলা,ফিনিশ
রুশ জার,রুশ
ওটো-মিসৌরিয়া ভারতীয় উপজাতি,চিওয়ের ভাষা
আলতায়,রুশ
স্কল্ট সামি,"ইনারি, ফিনল্যান্ড। <OR> আনার"
অস্টুরিয়াস,অস্টুরিয়ান <OR> স্প্যানিশ
রিউনিয়ন,ফরাসি
স্যাস্কাচেওয়ান,ফরাসি ভাষা <OR> ইংরেজি <OR> ফরাসি <OR> ফরাসি ভাষা <OR> ফ্রাঙ্কোফোন <OR> ফ্রাঙ্কোফোন
পুয়ের্তো রিকো,স্প্যানিশ ভাষা <OR> ইংরেজি ভাষা <OR> স্প্যানিশ <OR> ইংরেজি <OR> স্প্যানিশ ভাষা <OR> স্প্যানিশ ভাষা <OR> হিস্পানিক <OR> ইউরোপীয় স্প্যানিশ
হললোলা।,ফিনিশ
লা গোমেরা,স্প্যানিশ
নিউ ব্রunswick,ইংরেজি ভাষা <OR> ইংরেজি <OR> ইংরেজি ব্যাকরণ <OR> অ্যাংলোফোন
পশ্চিম গ্রিনল্যান্ড,গ্রিনল্যান্ডিক <OR> কালাল্লিসুত ভাষা <OR> গ্রিনল্যান্ডীয় ভাষা
খাবারভস্ক ক্রাই,রুশ
সুরিনাম,ডাচ
টোবাগো,ইংরেজি
লা শো-দে-ফঁ,ফরাসি ভাষা <OR> ফরাসি
সামারিনিজ,ইতালীয়
দাগেস্তান প্রজাতন্ত্র,লেজগিয়ান <OR> কুমিক <OR> আজারবাইজানী <OR> রুতুল <OR> আজারবাইজানি <OR> রুশ
রুশ সোভিয়েত সমাজতান্ত্রিক প্রজাতন্ত্র,রুশ
ভ্যালেন্সিয়ান কমিউনিটি,ভ্যালেন্সিয়ান ভাষা <OR> স্প্যানিশ <OR> কাতালান ভাষা <OR> ভ্যালেন্সিয়ান <OR> স্প্যানিশ ভাষা <OR> ভ্যালেন্সিয়ান ভাষা <OR> ভ্যালেন্সিয়ান ভাষা <OR> কাতালান
নামিবিয়া,ইংরেজি <OR> শব্দশব্দে ইংরেজি
ক্রিস্টিনানকaupunki,সুইডিশ <OR> ফিনিশ
ভিশি শাসন,ফরাসি
ইসালমি,ফিনিশ
ডাচ ইউনিয়ন,ডাচ
হাপাভেসি,ফিনিশ
উত্তর মারিয়ানা দ্বীপপুঞ্জ,ক্যারোলিনিয়ান ভাষা
কীকোইনেন,ফিনিশ
ফারসি,দারি <OR> এলামite <OR> প্রাচীন গ্রীক <OR> ফার্সি <OR> পার্সি <OR> গ্রীক <OR> পুরাতন পার্সিয়ান
লাটভিয়া,লাতভিয়ান ভাষা <OR> লাতভিয়ান
এনডিএইচ,ক্রোয়েশিয়ান
স্পেনের রাজতন্ত্র,স্প্যানিশ
লপ্পি,ফিনিশ
আলবুইক্সেচ,স্প্যানিশ
গাম্বিয়া,ইংরেজি <OR> অ্যাংলোফোন
হায়দ্রাবাদ,తెలుగు భాష <OR> తెలుగు భాష <OR> উর্দু <OR> বাংলা <OR> উর্দু ভাষা <OR> తెలుగు
নাইজার,ফ্রাঙ্কোফোন <OR> ফরাসি ভাষা <OR> ফরাসি <OR> ফ্রাঙ্কোফোন
প্রেচিস্টোয়ে,রুশ
টঙ্গা দ্বীপপুঞ্জ,টঙ্গান ভাষা
গভর্নর-জেনারেল,ইংরেজি ভাষা <OR> ইংরেজি
শাখুন্য,রুশ
জেনেভা,ফরাসি
ফার্সি ইতিহাস,ফারসি
কাজভিন,ফারসি
ওকলাহোমা,ইংরেজি
সিয়াম,থাই <OR> থাই ভাষা
ডাইফেড,ওয়েলশ
ড্যানিশ,ডেনিশ ভাষা <OR> ডেনিশ ভাষা
সস্তমালা,ফিনিশ
দক্ষিণ ডাকোটা,ইংরেজি
পর।,পোর্তুগিজ
পশ্চিম ফ্রিজিয়ানরা,ডাচ
পশ্চিম পাপুয়া প্রদেশ,ইন্দোনেশীয় <OR> ইন্দোনেশিয়া
ব্রিটিশ উপনিবেশিক শাসন,চীনা
ইয়েরেভান,আর্মেনিয়ান <OR> আধুনিক আর্মেনিয়ান
তুভা,তুভান <OR> তুভিন। <OR> টিভান <OR> তুভিনিয়ান <OR> রুশ <OR> রুশ ভাষা
যাকোবস্টাড,সুইডিশ <OR> ফিনিশ
নাইকর্লেবি,সুইডিশ <OR> সুইডিশ-ভাষা <OR> ফিনিশ
রুশ সাম্রাজ্য আদালত,রুশ ভাষা <OR> রুশ
ক্রোয়েশিয়া,মন্টেনেগ্রিন <OR> সার্বিয়ান
দক্ষিণ আফ্রিকান প্রজাতন্ত্র,ডাচ <OR> ডাচ ভাষা
সুলকাভা,ফিনিশ
বিশ্বজনীন এস্পেরান্তো সমিতি,এস্পেরান্তো
তাম্মেলা,ফিনিশ
এনডি,ইংরেজি
রিওজান,স্প্যানিশ <OR> কাস্তিলিয়ান
কন্টিওলাহতি,ফিনিশ
ফেডারেল সংবিধান,রোমানশ <OR> ইতালীয় <OR> ফরাসি
কানারিয়ান,স্প্যানিশ
ইনারি,"ইনারি, ফিনল্যান্ড। <OR> আনার"
লেমি।,ফিনিশ
ম্যানের দ্বীপ,ইংরেজি <OR> ম্যানx ভাষা
আখেমেনিড পারস্য সাম্রাজ্য,গ্রীক <OR> পুরাতন পার্সিয়ান
ওউলু,ফিনিশ ভাষা <OR> ফিনিশ
নিউ হ্যাম্পশায়ার,ইংরেজি
বসনিয়া-হার্জেগোভিনা,সার্বিয়ান সিরিলিক <OR> ক্রোয়েশিয়ান <OR> সার্বিয়ান <OR> সার্বিয়ান ল্যাটিন
মানিনকা,ফিনিশ
তুর্কমেনিয়ান,রুশ
ম্যাকাওবাসী,পোর্তুগিজ
হাউসজারভি,ফিনিশ
কোস্টা রিকা,স্প্যানিশ ভাষার <OR> স্প্যানিশ <OR> স্প্যানিশ ভাষা <OR> ইএস। <OR> কাস্তিলিয়ান
